news_author,news_headline,related_tweet,post_replies,post_retweets,post_favourites,post_quotes,user_followers,user_following,user_friends,user_mentions,user_favourites,user_tweets_count,user_tweet_count_lists,user_country,misinformation
Samantha Putterman,Elderly people were beat up by a BLM hate group for being white.,@HKrassenstein Its okay for antifa and BLM to loot and burn and beat up on elderly and families but not okay for the proud boys to stop it. You morons really believe whatever the media tells you!,0.0,0,0,0,1812.0,,1908.0,1.0,2720.0,3348.0,0.0,,0.0
Daniel Funke,"Six states ""decided to stop counting"" votes as Donald Trump was ""headed for a win on election night.","@GovChristie WHY DID 6 STATES Suddenly and Inexplicably STOP counting, were the six states where TRUMP had built a MASSIVE LEAD ALL ABOUT THE SAME TIME,,,,,COINCIDENCE,Smartmatic's chairman is a pal and business associate of George Soros,  WAKE UP THE FIX WAS IN!!!",0.0,0,0,0,25.0,0.0,30.0,1.0,71.0,10442.0,0.0,,0.0
Tom Kertscher,"""Black Lives Matter is a terrorist organization.""",@LonelySigma Its horrific that Darrel Brooks - The Christmas Parade Massacrer is a member of the Domestic Terrorist Organization known as  BLM - Black Lives Matter ( A Black Supremacy Organization ) !,0.0,0,0,0,12.0,0.0,6.0,1.0,2865.0,9340.0,0.0,,0.0
Ciara O'Rourke,Pfizer CEO has not yet had vaccine.,"@ABC What to know about @pfizer - Their CEO was denied a travel visa out of the country because he is NOT vaccinated. 

That is all",1.0,1,3,0,68.0,,499.0,2.0,6042.0,5839.0,0.0,US,0.0
Victoria Knight,The percentage of Americans with natural immunity from getting COVID-19 is a very powerful vaccine in itself.,@JanetRWees @merry123459 @JustinTrudeau Why do you want to fight with your neighbours I'm dbl vaxed and got covid from someone triple vaxed. I know more than a dozen people triple vaxed who got covid... why have people lose a job over a vaccine that doesn't prevent transmission many have natural immunity why the hatred,0.0,0,0,0,0.0,,4.0,3.0,9.0,42.0,0.0,US,0.0
Daniel Funke,"A judge has ordered a ""HAND RECOUNT by an INDEPENDENT COMMISSION in the state of Michigan, following hard evidence of voting fraud by Detroit City Election Commission.""",@VABVOX @VickiLHS Jill Stein's recount in 2016 allowed Trump/RNC challengers in Michigan to send in some extremely aggressive bullies whose main job was to be disruptive &amp; intimidate Dem volunteers. The objective was to slow the recount until some judge stopped it. Hope Dems use paid legal teams.,0.0,0,0,0,814.0,,736.0,2.0,73779.0,84140.0,37.0,US,0.0
Eric Litke,"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, Slow the testing down.""","Trump supporters - whatever you do, do NOT seek medical care if you feel sick. Refuse all medical treatment and testing.

Because doing so increases #coronavirus numbers and makes POTUS look bad.

Go ahead, put your health where your mouth is.

#CPAC",0.0,0,1,0,228.0,0.0,451.0,0.0,8948.0,9038.0,0.0,,1.0
Julie Kliegman,"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""","@DmitriyOmega @miladvisor @IntelCrab Well, this just underscores utter Russian disregard for International law. Historically, Crimea was Ukraine and Russia took it by force. This kind of historical revisionism has no place in this century.",1.0,0,2,0,43.0,,42.0,3.0,3870.0,3090.0,0.0,US,1.0
Sue Owen,Nearly 40 percent of his McAllen-area constituents suffer from obesity.,"@LoveToL12342838 @DickOrticelli @mattfrombuffalo @Buffaloompa @goaliegod1967 @markpoloncarz Do you know what percent of Erie county is over weight or obese? Adults. Given that that national average for obesity is 40%? Basically almost everyone in Erie county has at least one risk factor: age, weight, diabetes, asthma, pregnant, Downs, heart issues, smoker",0.0,0,1,0,119.0,,143.0,5.0,10207.0,9253.0,0.0,US,1.0
Ciara O'Rourke,"Next week has a time change, full moon and Friday the 13th.","This week: time change, full moon, Friday the 13th... #WashYourHands",0.0,0,0,0,748.0,,778.0,0.0,5110.0,1908.0,7.0,US,0.0
Amy Sherman,Says a video captures sound from the surface of Mars,Do you think you could play that video with the sound from Mars? Didn't hear anything thanks to @Lauratobin1 lol @GMB @CharlotteHawkns,0.0,0,0,0,7876.0,0.0,7313.0,3.0,8104.0,9754.0,1.0,,0.0
Ciara O'Rourke,CNN says Dick Cheney will be advising Biden on foreign policy.,@BrazilianReport Does Biden invade Brazil? Dick Cheney advising Biden to be an authoritarian like Bush. WMDs? Whats the excuse?,1.0,0,1,1,203.0,,410.0,1.0,9879.0,3844.0,6.0,US,0.0
Tom Kertscher,"The federal government is prohibited ""from negotiating lower prescription drug prices for our senior citizens.""",Mr Vought May I remind you that it was under a Republican president  GW Bush a law prohibiting the federal government from negotiating lower prescription drug prices and that law still is in place.,0.0,0,0,0,406.0,0.0,1685.0,0.0,23774.0,17804.0,0.0,,1.0
Amy Sherman,Al-Qaida is gone from Afghanistan.,"Afghanistan has gone from a nation where the Taliban harboured al-Qaida and stoned women in the streets to a young democracy that is fighting terror and encouraging girls to go to school. - 
George Bush, Farewell Speech, 2009.",0.0,0,0,0,1006.0,,24.0,0.0,1825.0,6691.0,16.0,US,1.0
Paul Specht,Says showing up at the front doors of peoples houses and violating HIPAA laws by requesting private medical information regarding their vaccination status is unacceptable and illegal.,"@Doctors4JP One it's HIPAA, not HIPPA, and two: you're completely wrong. HIPAA does not protect you with vaccinations, it's completely legal for an employer to request your vaccination status or from a person from sharing your vaccination status. Neither of those actions violates HIPAA.",0.0,0,0,0,6.0,,0.0,1.0,96.0,4617.0,0.0,US,0.0
Ciara O'Rourke,Says the COVID-19 vaccine doesnt prevent catching or spreading the virus and only lasts months.,"@ohnoyoudihnt @r_weik @DavidStaplesYEG Ummm, the vaccine does not prevent infection.....there is no herd immunity from vaccine for covid 19, stop spreading disinformation.  It is unknown if there is with natural immunity, but of course that ship has sailed due to the vaccine that doesn't provide it.",1.0,0,0,0,1052.0,,667.0,3.0,154281.0,29037.0,0.0,US,0.0
Ciara O'Rourke,The storming of the Capitol was staged.,"@seanmdav @SidneyPowell1 More proof this whole storming the Capital by ANTIFA infiltrators, was planed! ALL staged!",0.0,0,0,0,13.0,0.0,112.0,2.0,1730.0,1906.0,0.0,,0.0
Miriam Valverde,"""About three-quarters of (Syrian refugees) are women and children. A full third of them are kids under 12 years old.""","""Ellison said, ""About three-quarters of (Syrian refugees) are women and children. A full third of them are kids under 12 years old."" """,1.0,3,1,0,5219.0,0.0,5465.0,0.0,100240.0,176849.0,75.0,,1.0
W. Gardner,Rick Perry doesnt think there should be a federal minimum wage.,"Yes, Rick Perry, Texas offers everyone the opportunity to get several minimum wage, uninsured jobs. #p2 #GOPDebate",0.0,1,0,0,8169.0,0.0,6976.0,0.0,118.0,41048.0,376.0,,1.0
Sean Gorman,"Says President Barack Obama ""will not utter the words radical Islamic terrorism and as matter of policy, nobody in the administration will say the words radical Islamic terrorism.""","@primalpoly @TuckerCarlson Geoffrey I was a radical socialist 25 yrs ago. I loved Obama. But  Hillarys election, Brexit and Islamic terrorism I began to ask questions and educated myself. As a South African Im not invested in your politics but I can now tell whos pandering to who. The Marxists lie.",0.0,0,0,0,779.0,0.0,489.0,2.0,46173.0,18424.0,5.0,,1.0
Chris Nichols,"California has ""the highest poverty rate in the nation"" when considering the U.S. Census Bureaus Supplemental Poverty Measure.","@ladailynews California has the highest poverty rates in the nation. Nope, thats Mississippi.  And within CA, the highest poverty rates are in right wing counties. But the poverty rate IS too high. We need additional libreral programs to fix. The right has nothing to offer but Get a job!",0.0,0,0,0,99.0,866.0,2937.0,1.0,5548.0,1053.0,0.0,,1.0
Ciara O'Rourke,"Next week has a time change, full moon and Friday the 13th.","Ahh the wonderful powers of time change, a full moon, and Friday 13th all in the same week. In five days Ive responded to two brush fires, a DOA shooting, an unresponsive stroke patient, and a DOA car wreck....",0.0,0,1,0,108.0,0.0,246.0,0.0,2570.0,1026.0,0.0,,0.0
Ciara O'Rourke,Says Joe Exotic was pardoned.,Of all the people Trump pardoned was Joe Exotic one?,2.0,0,1,0,36.0,0.0,54.0,0.0,1055.0,574.0,1.0,,0.0
Shefali Luthra,"Republicans have shown themselves willing to cut millions off their health insurance and eliminate preexisting condition protections for millions more, even in the middle of this public health crisis.""","I should probably add, Republicans have said they will cut Social Security and Medicare if they win. They're also still trying to take health insurance away from millions. And if they win it sort of validates the rampant corruption and keeping children in cages.",0.0,3,6,0,12308.0,,1970.0,0.0,111512.0,163041.0,259.0,US,1.0
Andy Nguyen,"""When you can't find gas, remember who executively ordered the Keystone Pipeline to close.""",@_kime14 @ByronDonalds Biden shut down the Keystone Pipline and more recently Israels EastMed pipeline. Meanwhile lifting sanctions on Russias Nordstream 2.0 pipeline - a geopolitical weapon on energy in Eastern Europe. And gas in America is still going up,1.0,0,0,0,31.0,,330.0,2.0,1342.0,1453.0,0.0,US,1.0
D.L. Davis,"""The United States is the ONLY industrialized country without universal healthcare.""","So, the United States decided an expansion of our Military is worth the expense, without complaining about the cost of another boondoggle, then Im sure theyll have no problem funding universal healthcare.",0.0,0,1,0,263.0,0.0,593.0,0.0,593.0,2112.0,12.0,,1.0
Chris Nichols,"The estimated price of President Trumps border wall is the same as the cost of ""one and a half aircraft carriers.""","@CoachPugs426 @aegkandel @SenatorTimScott If you laid off the phony media and used your own thoughts, you would know Mexico more than paid for it based On the usmca trade deal orchestrated by Trump, the annual cost to you, American taxpayers is $10b, the wall would cost $5b. The borders are wide open now, stop voting D",3.0,0,1,0,20.0,,69.0,3.0,402.0,697.0,1.0,,1.0
Madeline Heim,"Its been over 50 years since minimum (wage) and inflation parted ways, then over a decade since the federal minimum went up at all.","Workers today who are paid the federal minimum wage of $7.25 an hour are, after adjusting for inflation, paid 29 percent less than their counterparts 50 years ago

Ridiculous.",1.0,0,1,0,868.0,,408.0,0.0,3311.0,60755.0,66.0,US,1.0
Noah Y.,"""Biden slipped up and came out saying hes going to tax your 401k. Are any of you EVEN paying attention?""","@ChrisBStreet @KamalaHarris Paid lifetime of taxes, FICA, saved 401K/IRA after paying off student loan. Now living on Social Security &amp; IRA in Bidens inflation eco &amp; tanking market. Still paying tax you want to use for your loan? Go such an egg, Duffas! &amp; VP wants to pay criminal migrant &amp; rioter bail out!",0.0,0,0,0,4.0,,0.0,2.0,200.0,1217.0,0.0,,0.0
Bill McCarthy,The southern U.S. border is now open to anyone from anywhere in the world who wishes to enter our country.,"Today is December 29th, 2021 &amp; Joe Biden is the absolute WORST President in U.S. history &amp; a coward. Our southern border is still wide open &amp; we still have US citizens left behind in Afghanistan.  #UnitedWeStandDividedWeFall #DoNotComply #closetheborder #bidensucks #factsoverfear",0.0,0,0,0,70.0,0.0,668.0,0.0,9269.0,2568.0,1.0,,0.0
Clara Hendrickson,Michigan just refused to certify the election results!,@Acosta Watch Detroit. GOP canvassers refused to certify election results. GOP trying to grab Michigan and steal the election,0.0,0,0,0,168.0,0.0,516.0,1.0,137386.0,13039.0,2.0,,0.0
Angie Drobnic,"""Gov. Romney was very clear, he would veto the DREAM Act.""",FACT: Mitt Romney said hed veto the DREAM Act and called for undocumented workers to self-deport.,0.0,0,0,0,990.0,606.0,359.0,0.0,38224.0,148395.0,97.0,,1.0
Amy Sherman,U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.,@JohnJHarwood @ryanobles Florida Rep. Matt Gaetz was literally the only person to vote against an anti-human trafficking bill in 2017. @Jim_Jordan,0.0,0,2,0,928.0,0.0,2590.0,2.0,131571.0,89408.0,2.0,,1.0
Amy Sherman,"The voting bill known as H.R. 1 would mean that millions of illegal immigrants are quickly registered to vote.""","@SenAlexPadilla If you don't believe Hr.1 is the corrupt politicians act,  consider these facts.  Hr.1 calls for anonymous, no ID voting.  Welcomes illegal aliens to vote illegally, even has provision to prosecution clause, for those who do.  Forces taxpayers to match campaign donations: 6 to 1?",0.0,0,0,0,120.0,,192.0,1.0,17106.0,60117.0,1.0,US,0.0
Madison Czopek,Transmission of COVID-19 by asymptomatic individuals has never been proven.,"@Tr011inH @colin_dunlap There is little validity to your statement if you review the actual data from the CDC.  In this cluster of COVID-19 cases, little to no transmission occurred from asymptomatic case-patients. Presymptomatic transmission was more frequent than symptomatic transmission.",1.0,0,1,0,29.0,,203.0,2.0,4671.0,2905.0,1.0,US,0.0
Louis Jacobson,"""You weren't allowed to own a cannon during the Revolutionary War as an individual.""","- Twisted President Trump's words to make it seem as though called COVID a ""new hoax"".

- Said ""You weren't allowed to own a cannon during the Revolutionary War,"" You were.

- Claimed he was the first person to call for invoking the Defense Production Act. He wasn't.",88.0,326,2215,7,875635.0,,1173.0,0.0,4058.0,5884.0,2599.0,US,0.0
Louis Jacobson,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""","@DaNcredibleColt @liluziyert 1.4 million Americans have died because of guns since 1968, thats more than all wars in the history of the US. Yet, the NRA saves lives? Tell that to the families of the 1.4 million.",0.0,0,5,0,104.0,,675.0,2.0,36782.0,11802.0,0.0,US,1.0
